"Species_name","Note","X","X.1","X.2","X.3","X.4","X.5","cleaned_name","tnrs_original_name","tnrs_matched_name","tnrs_accepted_name","tnrs_accepted_author","tnrs_family","tnrs_powo_uri","tnrs_taxonomic_status","tnrs_overall_score","tnrs_match_type"
"Limonium dodartii (Girard) Kuntze"," Revis. Gen. Pl. 2: 395 (1891)","","","","","","","Limonium dodartii (Girard) Kuntze","Limonium dodartii (Girard) Kuntze","Limonium dodartii","Limonium dodartii","(Girard) Kuntze","Plumbaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:686742-1","Accepted",1,"accepted_or_direct"
"Limonium humile Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Limonium humile Mill.","Limonium humile Mill.","Limonium humile","Limonium humile","Mill.","Plumbaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:686810-1","Accepted",1,"accepted_or_direct"
"Limonium vulgare Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Limonium vulgare Mill.","Limonium vulgare Mill.","Limonium vulgare","Limonium vulgare","Mill.","Plumbaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:687035-1","Accepted",1,"accepted_or_direct"
"Linaria elegans Cav."," Descr. Pl.: 338 (1802)","","","","","","","Linaria elegans Cav.","Linaria elegans Cav.","Linaria elegans","Linaria elegans","Cav.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:804589-1","Accepted",1,"accepted_or_direct"
"Linaria alpina (L.) Mill."," Gard. Dict."," ed. 8"," n.,"","","","","Linaria alpina (L.) Mill.","Linaria alpina (L.) Mill.","Linaria alpina","Linaria alpina","(L.) Mill.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:804430-1","Accepted",1,"accepted_or_direct"
"Linaria alpina (L.) Mill. subsp. faucicola (Levier & Leresche) Rivas Mart."," Izco & M.Costa"," Trab. Dept. Bot. Fisiol Veg. Madrid 3: 107 (1971)","","","","","","Linaria alpina (L.) Mill. subsp. faucicola (Levier & Leresche) Rivas Mart.","Linaria alpina (L.) Mill. subsp. faucicola (Levier & Leresche) Rivas Mart.","Linaria alpina subsp. faucicola","Linaria faucicola","Leresche & Levier","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:891304-1","Synonym",0.93704,"synonym_to_accepted"
"Linaria alpina (L.) Mill. subsp. filicaulis (Boiss. ex Leresche & Levier) M.La," Bol. Inst. Estud. Asturianos"," Supl. Ci."," 5: 41(1962)","","","","","Linaria alpina (L.) Mill. subsp. filicaulis (Boiss. ex Leresche & Levier) M.La�nz","Linaria alpina (L.) Mill. subsp. filicaulis (Boiss. ex Leresche & Levier) M.La�nz","Linaria alpina subsp. filicaulis","Linaria alpina subsp. filicaulis","(Boiss. ex Leresche & Levier) M.Laínz","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77251743-1","Accepted",0.98816,"accepted_or_direct"
"Linaria elegans Cav."," Descr. Pl.: 338 (1802)","","","","","","","Linaria elegans Cav.","Linaria elegans Cav.","Linaria elegans","Linaria elegans","Cav.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:804589-1","Accepted",1,"accepted_or_direct"
"Linaria saxatilis (L.) Chaz. subsp. glabrescens (Lange) M.La," Aport. Fl. Gallega VIII: 20 (1971)","","","","","","","Linaria saxatilis (L.) Chaz. subsp. glabrescens (Lange) M.La�nz","Linaria saxatilis (L.) Chaz. subsp. glabrescens (Lange) M.La�nz","Linaria saxatilis subsp. glabrescens","Linaria saxatilis","(L.) Chaz.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:891351-1","Synonym",0.9732,"synonym_to_accepted"
"Linaria simplex Desf."," Tabl. ,"","","","","","","Linaria simplex Desf.","Linaria simplex Desf.","Linaria simplex","Linaria simplex","Desf.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:804958-1","Accepted",1,"accepted_or_direct"
"Linaria supina (L.) Chaz. subsp. maritima (DC.) M.La," Aport. Fl. Gallega VIII: 20 (1971)","","","","","","","Linaria supina (L.) Chaz. subsp. maritima (DC.) M.La�nz","Linaria supina (L.) Chaz. subsp. maritima (DC.) M.La�nz","Linaria supina subsp. maritima","Linaria supina subsp. supina","","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:891356-1","Synonym",0.96972,"synonym_to_accepted"
"Linaria supina (L.) Chaz."," Dict. Jard."," suppl. 2: 39 (1790) subsp. supina","","","","","","Linaria supina (L.) Chaz.","Linaria supina (L.) Chaz.","Linaria supina","Linaria supina","(L.) Chaz.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:804985-1","Accepted",1,"accepted_or_direct"
"Linaria triornithophora (L.) Willd."," Enum. Pl. Horti Berol. 639 (1809)","","","","","","","Linaria triornithophora (L.) Willd.","Linaria triornithophora (L.) Willd.","Linaria triornithophora","Linaria triornithophora","(L.) Cav.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:805009-1","Accepted",0.9348,"accepted_or_direct"
"Linaria vulgaris Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Linaria vulgaris Mill.","Linaria vulgaris Mill.","Linaria vulgaris","Linaria vulgaris","Mill.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:325777-2","Accepted",1,"accepted_or_direct"
"Linum alpinum Jacq."," Enum. Stirp. Vindob.: 229 (1762)","","","","","","","Linum alpinum Jacq.","Linum alpinum Jacq.","Linum alpinum","Linum alpinum","Jacq.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544315-1","Accepted",1,"accepted_or_direct"
"Linum bienne Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Linum bienne Mill.","Linum bienne Mill.","Linum bienne","Linum bienne","Mill.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544373-1","Accepted",1,"accepted_or_direct"
"Linum catharticum L."," Sp. Pl.: 281 (1753)","","","","","","","Linum catharticum L.","Linum catharticum L.","Linum catharticum","Linum catharticum","L.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544405-1","Accepted",1,"accepted_or_direct"
"Linum narbonense L."," Sp. Pl.: 278 (1753)","","","","","","","Linum narbonense L.","Linum narbonense L.","Linum narbonense","Linum narbonense","L.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544605-1","Accepted",1,"accepted_or_direct"
"Linum salsoloides Lam."," Encycl. 3: 521 (1792)","","","","","","","Linum salsoloides Lam.","Linum salsoloides Lam.","Linum salsoloides","Linum salsoloides","Lam.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544679-1","Accepted",1,"accepted_or_direct"
"Linum strictum L."," Sp. Pl.: 279 (1753)","","","","","","","Linum strictum L.","Linum strictum L.","Linum strictum","Linum strictum","L.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544722-1","Accepted",1,"accepted_or_direct"
"Linum trigynum L."," Sp. Pl.: 279 (1753)","","","","","","","Linum trigynum L.","Linum trigynum L.","Linum trigynum","Linum trigynum","L.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544759-1","Accepted",1,"accepted_or_direct"
"Linum usitatissimum L."," Sp. Pl.: 277 (1753)","","","","","","","Linum usitatissimum L.","Linum usitatissimum L.","Linum usitatissimum","Linum usitatissimum","L.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544772-1","Accepted",1,"accepted_or_direct"
"Linum viscosum L."," Sp. Pl."," ed. 2: 398 (1762)","","","","","","Linum viscosum L.","Linum viscosum L.","Linum viscosum","Linum viscosum","L.","Linaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:544789-1","Accepted",1,"accepted_or_direct"
"Liquidambar orientalis Mill."," Gard. Dict."," ed. 8: n.,"","","","","","Liquidambar orientalis Mill.","Liquidambar orientalis Mill.","Liquidambar orientalis","Liquidambar orientalis","Mill.","Altingiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:430714-1","Accepted",1,"accepted_or_direct"
"Liquidambar styraciflua L."," Sp. Pl.: 999 (1753)","","","","","","","Liquidambar styraciflua L.","Liquidambar styraciflua L.","Liquidambar styraciflua","Liquidambar styraciflua","L.","Altingiaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:430718-1","Accepted",1,"accepted_or_direct"
"Liriodendron tulipifera L."," Sp. Pl.: 535 (1753)","","","","","","","Liriodendron tulipifera L.","Liriodendron tulipifera L.","Liriodendron tulipifera","Liriodendron tulipifera","L.","Magnoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30197364-2","Accepted",1,"accepted_or_direct"
"Liriope muscari (Decne.) L.H.Bailey"," Gentes Herb. 2: 35 (1929)","","","","","","","Liriope muscari (Decne.) L.H.Bailey","Liriope muscari (Decne.) L.H.Bailey","Liriope muscari","Liriope muscari","(Decne.) L.H.Bailey","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:537868-1","Accepted",1,"accepted_or_direct"
"Liriope spicata (Thunb.) Lour."," Fl. Cochinch. 1: 201 (1790)","","","","","","","Liriope spicata (Thunb.) Lour.","Liriope spicata (Thunb.) Lour.","Liriope spicata","Liriope spicata","Lour.","Asparagaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:429757-1","Accepted",0.91096,"accepted_or_direct"
"Lithospermum officinale L."," Sp. Pl.: 132 (1753)","","","","","","","Lithospermum officinale L.","Lithospermum officinale L.","Lithospermum officinale","Lithospermum officinale","L.","Boraginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:118163-1","Accepted",1,"accepted_or_direct"
"Littorella uniflora (L.) Asch."," Fl. Brandenburg 1: 544 (1866)","","","","","","","Littorella uniflora (L.) Asch.","Littorella uniflora (L.) Asch.","Littorella uniflora","Littorella uniflora","(L.) Asch.","Plantaginaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:684810-1","Accepted",1,"accepted_or_direct"
"Lobelia urens L."," Sp. Pl.: 931 (1753)","","","","","","","Lobelia urens L.","Lobelia urens L.","Lobelia urens","Lobelia urens","L.","Campanulaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:143992-1","Accepted",1,"accepted_or_direct"
"Lobularia maritima (L.) Desv."," J. Bot. Agric. 3: 162 (1815)","","","","","","","Lobularia maritima (L.) Desv.","Lobularia maritima (L.) Desv.","Lobularia maritima","Lobularia maritima","(L.) Desv.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1085072-2","Accepted",1,"accepted_or_direct"
"Logfia arvensis (L.) Holub"," Notes Roy. Bot. Gard. Edinburgh 33: 432 (1975)","","","","","","","Logfia arvensis (L.) Holub","Logfia arvensis (L.) Holub","Logfia arvensis","Filago arvensis","L.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:231059-1","Synonym",1,"synonym_to_accepted"
"Logfia gallica (L.) Coss. & Germ."," Ann. Sci. Nat. (Par," ser. 2"," 20: 291 (1843)","","","","","Logfia gallica (L.) Coss. & Germ.","Logfia gallica (L.) Coss. & Germ.","Logfia gallica","Logfia gallica","(L.) Coss. & Germ.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:231064-1","Accepted",1,"accepted_or_direct"
"Logfia minima (Sm.) Dumort."," Fl. Belg.: 68 (1829)","","","","","","","Logfia minima (Sm.) Dumort.","Logfia minima (Sm.) Dumort.","Logfia minima","Logfia minima","(Sm.) Dumort.","Asteraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:231067-1","Accepted",1,"accepted_or_direct"
"Lolium ," Mitth. Th," n.s."," 5: 32 (1887)","","","","","Lolium �hybridum Hausskn.","Lolium �hybridum Hausskn.","Lolium","Lolium","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:18423-1","Accepted",0.9,"accepted_or_direct"
"Lolium multiflorum Lam."," Fl. Fran,"","","","","","","Lolium multiflorum Lam.","Lolium multiflorum Lam.","Lolium multiflorum","Lolium multiflorum","Lam.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:407486-1","Accepted",1,"accepted_or_direct"
"Lolium perenne L."," Sp. Pl.: 83 (1753)","","","","","","","Lolium perenne L.","Lolium perenne L.","Lolium perenne","Lolium perenne","L.","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:407493-1","Accepted",1,"accepted_or_direct"
"Lolium rigidum Gaudin"," Agrost. Helv. 1: 334 (1811)","","","","","","","Lolium rigidum Gaudin","Lolium rigidum Gaudin","Lolium rigidum","Lolium rigidum","Gaudin","Poaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:407503-1","Accepted",1,"accepted_or_direct"
"Lonicera caprifolium L."," Sp. Pl.: 173 (1753)","","","","","","","Lonicera caprifolium L.","Lonicera caprifolium L.","Lonicera caprifolium","Lonicera caprifolium","L.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148670-1","Accepted",1,"accepted_or_direct"
"Lonicera etrusca Santi"," Viagg. Montamiata: 113"," pl. 1 (1795)","","","","","","Lonicera etrusca Santi","Lonicera etrusca Santi","Lonicera etrusca","Lonicera etrusca","Santi","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148750-1","Accepted",1,"accepted_or_direct"
"Lonicera japonica Thunb."," in Murray"," Syst. Veg."," ed. 14: 216 (1784)","","","","","Lonicera japonica Thunb.","Lonicera japonica Thunb.","Lonicera japonica","Lonicera japonica","Thunb.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148850-1","Accepted",1,"accepted_or_direct"
"Lonicera nitida E.H.Wilson"," Gard. Chron."," ser. 3"," 1: 102 (1911)","","","","","Lonicera nitida E.H.Wilson","Lonicera nitida E.H.Wilson","Lonicera nitida","Lonicera ligustrina var. yunnanensis","Franch.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148961-1","Synonym",1,"synonym_to_accepted"
"Lonicera periclymenum L."," Sp. Pl.: 173 (1753)","","","","","","","Lonicera periclymenum L.","Lonicera periclymenum L.","Lonicera periclymenum","Lonicera periclymenum","L.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149006-1","Accepted",1,"accepted_or_direct"
"Lonicera pileata Oliv."," Hooker's Icon. Pl. 16: t. 1585 (1887)","","","","","","","Lonicera pileata Oliv.","Lonicera pileata Oliv.","Lonicera pileata","Lonicera ligustrina var. pileata","(Oliv.) Franch.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149015-1","Synonym",1,"synonym_to_accepted"
"Lonicera xylosteum L."," Sp. Pl.: 174 (1753)","","","","","","","Lonicera xylosteum L.","Lonicera xylosteum L.","Lonicera xylosteum","Lonicera xylosteum","L.","Caprifoliaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149194-1","Accepted",1,"accepted_or_direct"
"Loropetalum chinense (R.Br.) Oliv."," Trans. Linn. Soc. London 23(4): 459"," f. 4 (1862)","","","","","","Loropetalum chinense (R.Br.) Oliv.","Loropetalum chinense (R.Br.) Oliv.","Loropetalum chinense","Loropetalum chinense","(R.Br.) Oliv.","Hamamelidaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:430722-1","Accepted",1,"accepted_or_direct"
"Lotus angustissimus L."," Sp. Pl.: 774 (1753)","","","","","","","Lotus angustissimus L.","Lotus angustissimus L.","Lotus angustissimus","Lotus angustissimus","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503465-1","Accepted",1,"accepted_or_direct"
"Lotus corniculatus L. subsp. alpinus (Schleich. ex DC.) Rothm."," Feddes Repert. 64(1-3): 6 (1963)","","","","","","","Lotus corniculatus L. subsp. alpinus (Schleich. ex DC.) Rothm.","Lotus corniculatus L. subsp. alpinus (Schleich. ex DC.) Rothm.","Lotus corniculatus subsp. alpinus","Lotus alpinus","(Ser.) Schleich. ex Ramond","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2911939-4","Synonym",0.90826,"synonym_to_accepted"
"Lotus corniculatus L. subsp. carpetanus (Lacaita) Rivas Mart."," Anales Inst. Bot. Cavanilles 21(1): 240 (1963)","","","","","","","Lotus corniculatus L. subsp. carpetanus (Lacaita) Rivas Mart.","Lotus corniculatus L. subsp. carpetanus (Lacaita) Rivas Mart.","Lotus corniculatus subsp. carpetanus","Lotus carpetanus","Lacaita","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2911942-4","Synonym",1,"synonym_to_accepted"
"Lotus corniculatus L."," Sp. Pl.: 775 (1753) subsp. corniculatus","","","","","","","Lotus corniculatus L.","Lotus corniculatus L.","Lotus corniculatus","Lotus corniculatus","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30179739-2","Accepted",1,"accepted_or_direct"
"Lotus hispidus Desf. ex DC."," in Lam. & DC."," Fl. Fran," ed. 3"," 4: 556 (1805)","","","","Lotus hispidus Desf. ex DC.","Lotus hispidus Desf. ex DC.","Lotus hispidus","","","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3003823-4","No opinion",1,"fuzzy_auto"
"Lotus parviflorus Desf."," Fl. Atlant. 2: 206"," t. 211 (1799)","","","","","","Lotus parviflorus Desf.","Lotus parviflorus Desf.","Lotus parviflorus","Lotus parviflorus","Desf.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503819-1","Accepted",1,"accepted_or_direct"
"Lotus pedunculatus Cav."," Icon. 2: 52"," t. 164 (1793)","","","","","","Lotus pedunculatus Cav.","Lotus pedunculatus Cav.","Lotus pedunculatus","Lotus pedunculatus","Cav.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503822-1","Accepted",1,"accepted_or_direct"
"Lotus tenuis Willd."," Enum. Pl.: 797 (1809)","","","","","","","Lotus tenuis Willd.","Lotus tenuis Willd.","Lotus tenuis","Lotus tenuis","Waldst. & Kit. ex Willd.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503917-1","Accepted",0.8897,"accepted_or_direct"
"Ludwigia palustris (L.) Elliott."," Sketch Bot. S. Carolina 1: 211 (1817)","","","","","","","Ludwigia palustris (L.) Elliott.","Ludwigia palustris (L.) Elliott.","Ludwigia palustris","Ludwigia palustris","(L.) Elliott","Onagraceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30031106-2","Accepted",0.98064,"accepted_or_direct"
"Lunaria annua L."," Sp. Pl.: 653 (1753)","","","","","","","Lunaria annua L.","Lunaria annua L.","Lunaria annua","Lunaria annua","L.","Brassicaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:286647-1","Accepted",1,"accepted_or_direct"
"Lupinus angustifolius L."," Sp. Pl.: 721 (1753)","","","","","","","Lupinus angustifolius L.","Lupinus angustifolius L.","Lupinus angustifolius","Lupinus angustifolius","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504124-1","Accepted",1,"accepted_or_direct"
"Lupinus luteus L."," Sp. Pl.: 722 (1753)","","","","","","","Lupinus luteus L.","Lupinus luteus L.","Lupinus luteus","Lupinus luteus","L.","Fabaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:504707-1","Accepted",1,"accepted_or_direct"
"Luzula caespitosa (J.Gay ex E.Mey.) Steud."," Syn. Pl. Glumac.: 294 (1855)","","","","","","","Luzula caespitosa (J.Gay ex E.Mey.) Steud.","Luzula caespitosa (J.Gay ex E.Mey.) Steud.","Luzula caespitosa","Luzula caespitosa","(J.Gay ex E.Mey.) Steud.","Juncaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:443738-1","Accepted",1,"accepted_or_direct"
"Luzula campestris (L.) DC."," in Lam. & DC."," Fl. Fran," ed. 3"," 3: 161 (1805)","","","","Luzula campestris (L.) DC.","Luzula campestris (L.) DC.","Luzula campestris","Luzula campestris","(L.) DC.","Juncaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:443746-1","Accepted",1,"accepted_or_direct"
"Luzula congesta (Thuill.) Lej."," Fl. Spa 1: 168 (1811)","","","","","","","Luzula congesta (Thuill.) Lej.","Luzula congesta (Thuill.) Lej.","Luzula congesta","Luzula congesta","(Thuill.) Lej.","Juncaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:139037-3","Accepted",1,"accepted_or_direct"
"Luzula forsteri (Sm.) DC."," in Lam. & DC."," Syn. Pl. Fl. Gall.: 150 (1806)","","","","","","Luzula forsteri (Sm.) DC.","Luzula forsteri (Sm.) DC.","Luzula forsteri","Luzula forsteri","(Sm.) DC.","Juncaceae","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:443795-1","Accepted",1,"accepted_or_direct"
